timestamp,status,latency,response_time
2023-05-19 23:05:00,up,10.4,352
2023-05-19 23:10:00,down,17.2,337
2023-05-19 23:15:00,up,17.1,288
2023-05-19 23:20:00,up,15.4,307
2023-05-19 23:25:00,up,15.9,217
2023-05-19 23:30:00,down,19.5,249
2023-05-19 23:35:00,up,10.1,268
2023-05-19 23:40:00,down,10.2,263
2023-05-19 23:45:00,up,17.0,390
2023-05-19 23:50:00,up,17.4,286
2023-05-19 23:55:00,down,16.7,346
2023-05-20 00:00:00,up,18.5,384
2023-05-20 00:05:00,down,15.7,222
2023-05-20 00:10:00,up,15.6,236
2023-05-20 00:15:00,down,12.1,361
2023-05-20 00:20:00,down,10.4,232
2023-05-20 00:25:00,down,17.5,372
2023-05-20 00:30:00,down,11.7,373
2023-05-20 00:35:00,down,17.9,286
2023-05-20 00:40:00,down,17.1,309
2023-05-20 00:45:00,up,12.3,274
2023-05-20 00:50:00,down,17.9,333
2023-05-20 00:55:00,up,19.6,301
2023-05-20 01:00:00,down,11.5,266
2023-05-20 01:05:00,up,14.0,353
2023-05-20 01:10:00,up,17.9,357
2023-05-20 01:15:00,down,14.2,265
2023-05-20 01:20:00,down,14.3,380
2023-05-20 01:25:00,up,11.5,343
2023-05-20 01:30:00,up,16.5,280
2023-05-20 01:35:00,down,14.5,202
2023-05-20 01:40:00,down,14.8,373
2023-05-20 01:45:00,down,17.9,322
2023-05-20 01:50:00,up,15.4,288
2023-05-20 01:55:00,up,18.6,255
2023-05-20 02:00:00,up,19.1,311
2023-05-20 02:05:00,down,12.3,262
2023-05-20 02:10:00,down,11.8,273
2023-05-20 02:15:00,down,11.2,296
2023-05-20 02:20:00,down,11.0,357
2023-05-20 02:25:00,up,19.8,391
2023-05-20 02:30:00,up,19.8,282
2023-05-20 02:35:00,down,16.6,260
2023-05-20 02:40:00,down,14.4,234
2023-05-20 02:45:00,down,11.3,309
2023-05-20 02:50:00,down,15.7,319
2023-05-20 02:55:00,up,11.0,366
2023-05-20 03:00:00,up,18.2,377
2023-05-20 03:05:00,up,18.7,371
2023-05-20 03:10:00,down,16.0,340
2023-05-20 03:15:00,down,10.1,217
2023-05-20 03:20:00,up,18.6,305
2023-05-20 03:25:00,down,15.4,336
2023-05-20 03:30:00,up,15.6,358
2023-05-20 03:35:00,down,10.4,246
2023-05-20 03:40:00,down,16.2,265
2023-05-20 03:45:00,up,19.1,262
2023-05-20 03:50:00,down,13.4,231
2023-05-20 03:55:00,down,16.0,394
2023-05-20 04:00:00,down,10.0,386
2023-05-20 04:05:00,down,16.0,377
2023-05-20 04:10:00,down,17.7,214
2023-05-20 04:15:00,down,19.8,395
2023-05-20 04:20:00,up,20.0,318
2023-05-20 04:25:00,up,14.9,372
2023-05-20 04:30:00,up,15.3,329
2023-05-20 04:35:00,up,18.1,272
2023-05-20 04:40:00,up,15.6,275
2023-05-20 04:45:00,up,16.1,235
2023-05-20 04:50:00,down,12.0,200
2023-05-20 04:55:00,down,15.6,250
2023-05-20 05:00:00,up,10.1,291
2023-05-20 05:05:00,down,19.7,304
2023-05-20 05:10:00,up,18.0,341
2023-05-20 05:15:00,down,13.2,323
2023-05-20 05:20:00,up,12.4,337
2023-05-20 05:25:00,up,12.2,372
2023-05-20 05:30:00,up,11.9,391
2023-05-20 05:35:00,up,14.6,395
2023-05-20 05:40:00,up,10.0,255
2023-05-20 05:45:00,up,15.9,365
2023-05-20 05:50:00,down,14.1,284
2023-05-20 05:55:00,down,19.1,281
2023-05-20 06:00:00,up,15.7,356
2023-05-20 06:05:00,up,18.6,290
2023-05-20 06:10:00,down,10.2,267
2023-05-20 06:15:00,up,16.3,321
2023-05-20 06:20:00,down,19.2,259
2023-05-20 06:25:00,up,15.9,280
2023-05-20 06:30:00,up,14.8,269
2023-05-20 06:35:00,down,19.6,276
2023-05-20 06:40:00,down,18.4,275
2023-05-20 06:45:00,down,13.7,272
2023-05-20 06:50:00,down,17.5,239
2023-05-20 06:55:00,down,14.5,308
2023-05-20 07:00:00,up,16.6,364
2023-05-20 07:05:00,up,10.8,380
2023-05-20 07:10:00,up,14.4,268
2023-05-20 07:15:00,down,16.9,249
2023-05-20 07:20:00,up,10.8,217
2023-05-20 07:25:00,down,15.7,317
2023-05-20 07:30:00,down,12.1,389
2023-05-20 07:35:00,up,15.2,264
2023-05-20 07:40:00,up,19.2,274
2023-05-20 07:45:00,up,19.8,354
2023-05-20 07:50:00,up,16.2,314
2023-05-20 07:55:00,up,12.1,345
2023-05-20 08:00:00,down,14.4,306
2023-05-20 08:05:00,down,10.6,254
2023-05-20 08:10:00,up,15.4,293
2023-05-20 08:15:00,up,17.1,253
2023-05-20 08:20:00,up,14.6,257
2023-05-20 08:25:00,down,19.2,236
2023-05-20 08:30:00,down,15.2,304
2023-05-20 08:35:00,down,15.8,311
2023-05-20 08:40:00,down,17.7,347
2023-05-20 08:45:00,up,12.3,253
2023-05-20 08:50:00,down,14.5,292
2023-05-20 08:55:00,up,12.2,362
2023-05-20 09:00:00,down,14.3,326
2023-05-20 09:05:00,up,17.6,287
2023-05-20 09:10:00,down,14.8,265
2023-05-20 09:15:00,down,12.6,356
2023-05-20 09:20:00,down,11.4,330
2023-05-20 09:25:00,up,19.4,232
2023-05-20 09:30:00,up,18.1,385
2023-05-20 09:35:00,down,12.8,362
2023-05-20 09:40:00,down,11.9,355
2023-05-20 09:45:00,down,15.0,396
2023-05-20 09:50:00,up,11.0,371
2023-05-20 09:55:00,up,15.6,291
2023-05-20 10:00:00,down,10.3,205
2023-05-20 10:05:00,down,18.0,291
2023-05-20 10:10:00,up,17.8,377
2023-05-20 10:15:00,up,18.5,390
2023-05-20 10:20:00,up,19.1,288
2023-05-20 10:25:00,down,10.6,322
2023-05-20 10:30:00,up,15.0,379
2023-05-20 10:35:00,down,18.4,235
2023-05-20 10:40:00,up,11.6,328
2023-05-20 10:45:00,down,16.7,298
2023-05-20 10:50:00,up,16.7,210
2023-05-20 10:55:00,up,15.3,392
2023-05-20 11:00:00,up,13.8,240
2023-05-20 11:05:00,down,19.0,261
2023-05-20 11:10:00,up,10.5,355
2023-05-20 11:15:00,up,12.6,243
2023-05-20 11:20:00,down,16.4,336
2023-05-20 11:25:00,down,17.3,400
2023-05-20 11:30:00,down,10.8,380
2023-05-20 11:35:00,down,11.9,337
2023-05-20 11:40:00,up,19.6,388
2023-05-20 11:45:00,up,16.0,207
2023-05-20 11:50:00,up,18.4,284
2023-05-20 11:55:00,down,11.2,299
2023-05-20 12:00:00,up,15.6,249
2023-05-20 12:05:00,down,13.7,311
2023-05-20 12:10:00,down,11.8,377
2023-05-20 12:15:00,down,13.0,386
2023-05-20 12:20:00,down,13.8,397
2023-05-20 12:25:00,up,11.5,364
2023-05-20 12:30:00,up,15.0,391
2023-05-20 12:35:00,down,10.2,360
2023-05-20 12:40:00,up,11.7,354
2023-05-20 12:45:00,down,16.4,322
2023-05-20 12:50:00,down,12.1,291
2023-05-20 12:55:00,up,12.2,390
2023-05-20 13:00:00,up,16.4,268
2023-05-20 13:05:00,up,19.5,289
2023-05-20 13:10:00,up,19.5,236
2023-05-20 13:15:00,up,17.3,237
2023-05-20 13:20:00,down,15.3,210
2023-05-20 13:25:00,down,14.4,367
2023-05-20 13:30:00,down,19.6,252
2023-05-20 13:35:00,up,12.6,232
2023-05-20 13:40:00,up,19.1,371
2023-05-20 13:45:00,down,14.2,239
2023-05-20 13:50:00,down,20.0,318
2023-05-20 13:55:00,down,13.6,295
2023-05-20 14:00:00,down,17.1,278
2023-05-20 14:05:00,up,10.9,263
2023-05-20 14:10:00,down,15.1,321
2023-05-20 14:15:00,down,10.3,257
2023-05-20 14:20:00,down,18.9,396
2023-05-20 14:25:00,up,13.5,377
2023-05-20 14:30:00,up,10.1,226
2023-05-20 14:35:00,up,18.2,305
2023-05-20 14:40:00,up,10.8,322
2023-05-20 14:45:00,up,19.4,317
2023-05-20 14:50:00,up,11.8,283
2023-05-20 14:55:00,up,12.0,317
2023-05-20 15:00:00,up,13.3,345
2023-05-20 15:05:00,down,19.2,219
2023-05-20 15:10:00,up,11.2,219
2023-05-20 15:15:00,up,19.6,218
2023-05-20 15:20:00,up,15.9,218
2023-05-20 15:25:00,up,17.4,286
2023-05-20 15:30:00,up,17.4,232
2023-05-20 15:35:00,down,16.8,286
2023-05-20 15:40:00,up,12.6,355
2023-05-20 15:45:00,up,12.8,320
2023-05-20 15:50:00,down,17.9,307
2023-05-20 15:55:00,down,14.5,366
2023-05-20 16:00:00,down,15.0,293
2023-05-20 16:05:00,up,16.9,389
2023-05-20 16:10:00,up,18.1,346
2023-05-20 16:15:00,up,17.1,333
2023-05-20 16:20:00,down,17.1,225
2023-05-20 16:25:00,up,16.2,233
2023-05-20 16:30:00,down,11.4,200
2023-05-20 16:35:00,down,12.0,243
2023-05-20 16:40:00,up,11.2,383
2023-05-20 16:45:00,up,18.2,400
2023-05-20 16:50:00,down,18.5,390
2023-05-20 16:55:00,down,14.1,396
2023-05-20 17:00:00,up,19.4,216
2023-05-20 17:05:00,down,17.5,341
2023-05-20 17:10:00,down,18.6,278
2023-05-20 17:15:00,down,19.3,375
2023-05-20 17:20:00,up,18.5,392
2023-05-20 17:25:00,up,18.6,392
2023-05-20 17:30:00,down,10.3,204
2023-05-20 17:35:00,down,11.6,322
2023-05-20 17:40:00,up,16.6,337
2023-05-20 17:45:00,up,16.5,331
2023-05-20 17:50:00,up,14.1,292
2023-05-20 17:55:00,up,18.0,300
2023-05-20 18:00:00,up,13.4,397
2023-05-20 18:05:00,down,18.3,277
2023-05-20 18:10:00,down,11.4,366
2023-05-20 18:15:00,down,10.7,324
2023-05-20 18:20:00,up,14.0,200
2023-05-20 18:25:00,down,18.2,388
2023-05-20 18:30:00,down,13.6,332
2023-05-20 18:35:00,up,19.6,218
2023-05-20 18:40:00,down,14.4,294
2023-05-20 18:45:00,down,10.5,383
2023-05-20 18:50:00,up,19.0,368
2023-05-20 18:55:00,down,13.8,279
2023-05-20 19:00:00,up,10.7,331
2023-05-20 19:05:00,up,17.4,350
2023-05-20 19:10:00,up,13.9,226
2023-05-20 19:15:00,down,19.2,251
2023-05-20 19:20:00,down,11.4,283
2023-05-20 19:25:00,up,18.4,395
2023-05-20 19:30:00,down,14.5,238
2023-05-20 19:35:00,down,11.7,338
2023-05-20 19:40:00,down,11.7,383
2023-05-20 19:45:00,down,10.2,363
2023-05-20 19:50:00,down,11.5,383
2023-05-20 19:55:00,up,18.0,317
2023-05-20 20:00:00,up,15.2,259
2023-05-20 20:05:00,up,16.1,351
2023-05-20 20:10:00,down,15.3,323
2023-05-20 20:15:00,up,10.3,371
2023-05-20 20:20:00,down,17.3,296
2023-05-20 20:25:00,up,18.1,245
2023-05-20 20:30:00,up,18.6,361
2023-05-20 20:35:00,up,11.8,252
2023-05-20 20:40:00,up,16.4,384
2023-05-20 20:45:00,down,18.7,236
2023-05-20 20:50:00,up,10.5,365
2023-05-20 20:55:00,up,12.0,369
2023-05-20 21:00:00,down,11.5,351
2023-05-20 21:05:00,down,15.2,235
2023-05-20 21:10:00,down,14.1,201
2023-05-20 21:15:00,up,14.4,218
2023-05-20 21:20:00,up,11.2,337
2023-05-20 21:25:00,down,14.4,350
2023-05-20 21:30:00,down,11.0,230
2023-05-20 21:35:00,down,13.3,214
2023-05-20 21:40:00,down,15.9,239
2023-05-20 21:45:00,up,13.6,348
2023-05-20 21:50:00,down,17.6,286
2023-05-20 21:55:00,down,18.4,202
2023-05-20 22:00:00,up,17.1,372
2023-05-20 22:05:00,down,16.5,312
2023-05-20 22:10:00,up,19.1,261
2023-05-20 22:15:00,up,15.6,317
2023-05-20 22:20:00,down,14.4,307
2023-05-20 22:25:00,down,10.8,396
2023-05-20 22:30:00,up,14.7,225
2023-05-20 22:35:00,down,11.8,366
2023-05-20 22:40:00,down,18.7,358
2023-05-20 22:45:00,up,18.0,313
2023-05-20 22:50:00,up,14.7,347
2023-05-20 22:55:00,up,16.4,356
2023-05-20 23:00:00,down,18.2,294
2023-05-20 23:05:00,up,17.0,243
2023-05-20 23:10:00,up,10.0,356
2023-05-20 23:15:00,up,16.9,373
2023-05-20 23:20:00,up,10.3,227
2023-05-20 23:25:00,down,17.6,380
2023-05-20 23:30:00,up,14.2,360
2023-05-20 23:35:00,down,13.7,385
2023-05-20 23:40:00,down,19.7,385
2023-05-20 23:45:00,down,19.7,245
2023-05-20 23:50:00,up,19.8,397
2023-05-20 23:55:00,up,12.5,202
2023-05-21 00:00:00,down,18.4,399
2023-05-21 00:05:00,up,14.7,200
2023-05-21 00:10:00,down,19.1,232
2023-05-21 00:15:00,down,11.9,348
2023-05-21 00:20:00,down,19.0,250
2023-05-21 00:25:00,down,14.8,344
2023-05-21 00:30:00,down,14.7,208
2023-05-21 00:35:00,up,11.3,290
2023-05-21 00:40:00,down,14.6,318
2023-05-21 00:45:00,down,13.0,206
2023-05-21 00:50:00,up,17.4,302
2023-05-21 00:55:00,up,17.5,312
2023-05-21 01:00:00,down,11.8,366
2023-05-21 01:05:00,down,14.8,319
2023-05-21 01:10:00,down,17.3,385
2023-05-21 01:15:00,down,14.1,399
2023-05-21 01:20:00,up,18.5,232
2023-05-21 01:25:00,up,10.4,260
2023-05-21 01:30:00,up,11.3,205
2023-05-21 01:35:00,up,17.8,247
2023-05-21 01:40:00,up,15.0,343
2023-05-21 01:45:00,down,15.4,362
2023-05-21 01:50:00,down,12.7,342
2023-05-21 01:55:00,down,17.3,289
2023-05-21 02:00:00,down,13.3,238
2023-05-21 02:05:00,down,11.4,249
2023-05-21 02:10:00,up,11.0,303
2023-05-21 02:15:00,down,14.5,396
2023-05-21 02:20:00,down,14.9,303
2023-05-21 02:25:00,up,12.2,372
2023-05-21 02:30:00,up,14.0,365
2023-05-21 02:35:00,up,11.1,221
2023-05-21 02:40:00,down,12.2,213
2023-05-21 02:45:00,down,15.7,217
2023-05-21 02:50:00,up,15.4,252
2023-05-21 02:55:00,down,11.2,318
2023-05-21 03:00:00,down,11.8,224
2023-05-21 03:05:00,down,16.8,393
2023-05-21 03:10:00,down,19.0,312
2023-05-21 03:15:00,down,18.3,277
2023-05-21 03:20:00,down,13.3,233
2023-05-21 03:25:00,up,10.0,224
2023-05-21 03:30:00,down,15.1,224
2023-05-21 03:35:00,down,18.2,321
2023-05-21 03:40:00,down,17.1,357
2023-05-21 03:45:00,up,13.4,338
2023-05-21 03:50:00,down,12.6,213
2023-05-21 03:55:00,down,13.1,245
2023-05-21 04:00:00,down,12.4,398
2023-05-21 04:05:00,down,11.7,302
2023-05-21 04:10:00,up,17.8,350
2023-05-21 04:15:00,down,19.5,374
2023-05-21 04:20:00,up,13.8,391
2023-05-21 04:25:00,down,19.7,334
2023-05-21 04:30:00,up,17.2,264
2023-05-21 04:35:00,down,13.3,285
2023-05-21 04:40:00,down,14.7,371
2023-05-21 04:45:00,down,14.4,230
2023-05-21 04:50:00,up,11.7,386
2023-05-21 04:55:00,up,13.2,272
2023-05-21 05:00:00,up,12.8,383
2023-05-21 05:05:00,up,17.6,204
2023-05-21 05:10:00,down,19.5,366
2023-05-21 05:15:00,up,10.3,311
2023-05-21 05:20:00,up,13.6,251
2023-05-21 05:25:00,down,13.2,238
2023-05-21 05:30:00,down,18.7,278
2023-05-21 05:35:00,down,15.3,218
2023-05-21 05:40:00,down,17.8,305
2023-05-21 05:45:00,up,15.9,206
2023-05-21 05:50:00,down,14.0,358
2023-05-21 05:55:00,down,18.0,333
2023-05-21 06:00:00,down,17.8,293
2023-05-21 06:05:00,down,12.4,309
2023-05-21 06:10:00,down,15.1,255
2023-05-21 06:15:00,down,10.0,252
2023-05-21 06:20:00,up,15.8,378
2023-05-21 06:25:00,up,18.1,206
2023-05-21 06:30:00,down,10.4,243
2023-05-21 06:35:00,up,20.0,350
2023-05-21 06:40:00,down,14.3,361
2023-05-21 06:45:00,down,15.9,248
2023-05-21 06:50:00,down,11.6,265
2023-05-21 06:55:00,up,13.6,312
2023-05-21 07:00:00,up,18.3,319
2023-05-21 07:05:00,down,11.1,221
2023-05-21 07:10:00,down,13.3,201
2023-05-21 07:15:00,up,10.7,283
2023-05-21 07:20:00,down,13.7,226
2023-05-21 07:25:00,up,10.5,287
2023-05-21 07:30:00,down,15.4,218
2023-05-21 07:35:00,down,13.3,279
2023-05-21 07:40:00,down,16.3,255
2023-05-21 07:45:00,down,19.3,201
2023-05-21 07:50:00,up,17.3,396
2023-05-21 07:55:00,up,15.9,219
2023-05-21 08:00:00,down,19.6,320
2023-05-21 08:05:00,up,13.9,288
2023-05-21 08:10:00,up,17.9,315
2023-05-21 08:15:00,up,15.5,275
2023-05-21 08:20:00,up,13.0,245
2023-05-21 08:25:00,up,19.1,242
2023-05-21 08:30:00,down,18.5,321
2023-05-21 08:35:00,up,11.1,221
2023-05-21 08:40:00,down,12.1,301
2023-05-21 08:45:00,down,12.2,234
2023-05-21 08:50:00,down,16.3,320
2023-05-21 08:55:00,down,18.1,267
2023-05-21 09:00:00,up,11.1,269
2023-05-21 09:05:00,up,11.1,342
2023-05-21 09:10:00,up,19.1,276
2023-05-21 09:15:00,down,18.5,349
2023-05-21 09:20:00,up,13.6,308
2023-05-21 09:25:00,down,14.2,202
2023-05-21 09:30:00,down,16.5,359
2023-05-21 09:35:00,up,17.7,374
2023-05-21 09:40:00,up,15.6,393
2023-05-21 09:45:00,down,19.2,390
2023-05-21 09:50:00,down,17.4,269
2023-05-21 09:55:00,down,19.4,227
2023-05-21 10:00:00,up,17.4,375
2023-05-21 10:05:00,down,10.7,226
2023-05-21 10:10:00,down,12.9,326
2023-05-21 10:15:00,up,17.7,211
2023-05-21 10:20:00,down,18.4,325
2023-05-21 10:25:00,up,11.8,221
2023-05-21 10:30:00,up,15.9,368
2023-05-21 10:35:00,up,16.9,288
2023-05-21 10:40:00,up,11.9,220
2023-05-21 10:45:00,down,10.3,200
2023-05-21 10:50:00,up,13.2,392
2023-05-21 10:55:00,up,12.6,329
2023-05-21 11:00:00,up,11.3,268
2023-05-21 11:05:00,up,10.7,316
2023-05-21 11:10:00,down,10.4,224
2023-05-21 11:15:00,down,17.8,297
2023-05-21 11:20:00,up,16.6,314
2023-05-21 11:25:00,up,12.2,371
2023-05-21 11:30:00,down,15.2,355
2023-05-21 11:35:00,up,10.6,247
2023-05-21 11:40:00,up,13.1,298
2023-05-21 11:45:00,down,15.8,331
2023-05-21 11:50:00,up,13.5,308
2023-05-21 11:55:00,down,19.2,382
2023-05-21 12:00:00,up,14.0,242
2023-05-21 12:05:00,down,10.7,221
2023-05-21 12:10:00,down,12.4,292
2023-05-21 12:15:00,down,18.1,241
2023-05-21 12:20:00,up,11.9,316
2023-05-21 12:25:00,up,15.6,289
2023-05-21 12:30:00,up,18.7,365
2023-05-21 12:35:00,up,14.6,301
2023-05-21 12:40:00,up,18.9,239
2023-05-21 12:45:00,down,18.2,293
2023-05-21 12:50:00,down,18.8,263
2023-05-21 12:55:00,down,19.2,208
2023-05-21 13:00:00,down,15.6,212
2023-05-21 13:05:00,up,14.8,248
2023-05-21 13:10:00,down,13.5,253
2023-05-21 13:15:00,down,17.9,252
2023-05-21 13:20:00,up,11.4,275
2023-05-21 13:25:00,up,16.1,270
2023-05-21 13:30:00,up,15.3,318
2023-05-21 13:35:00,up,19.2,288
2023-05-21 13:40:00,up,18.5,202
2023-05-21 13:45:00,down,15.8,295
2023-05-21 13:50:00,up,11.6,332
2023-05-21 13:55:00,up,15.4,229
2023-05-21 14:00:00,down,14.5,366
2023-05-21 14:05:00,up,15.3,254
2023-05-21 14:10:00,down,10.2,204
2023-05-21 14:15:00,down,10.8,253
2023-05-21 14:20:00,up,11.6,283
2023-05-21 14:25:00,down,11.1,365
2023-05-21 14:30:00,up,18.3,212
2023-05-21 14:35:00,down,18.4,381
2023-05-21 14:40:00,down,10.0,375
2023-05-21 14:45:00,down,19.7,237
2023-05-21 14:50:00,down,11.9,299
2023-05-21 14:55:00,up,13.7,285
2023-05-21 15:00:00,up,11.8,228
2023-05-21 15:05:00,down,12.8,360
2023-05-21 15:10:00,up,17.6,341
2023-05-21 15:15:00,up,18.8,358
2023-05-21 15:20:00,up,18.9,394
